Product_Names,Original_price,Discounted_price,Description,Ratings,Image_links,Color,Ram,brand
"OnePlus Nord CE 3 Lite 5G (Gray, 256 GB)","21,999","21,952","8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh Battery1 Year for  handset ,6 months fro accessories",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/s/8/f5-5g-mzb0epnin-poco-original-imagpep3afhmezhb.jpeg?q=70,Gray, 256 GB,OnePlus
"APPLE iPhone 15 (Blue, 128 GB)","7,999","79,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/t/5/note-12-mzb0e2kin-redmi-original-imagz62rkfazphz2.jpeg?q=70,Blue, 128 GB,APPLE
"Infinix Smart 7 HD (Ink Black, 64 GB)","7,999","5,999","2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display8MP + AI Lens | 5MP Front Camera5000 mAh BatterySpreadtrum 
SC9863A1 Processor1 Year on Handset and 6 Months on Accessories",4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/r/s/g54-5g-payw0004in-motorola-original-imagt3mdv89dgxby.jpeg?q=70,Black, 64 GB,Infinix
"Infinix Smart 7 HD (Jade White, 64 GB)","28,999","5,999",2 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display8MP + AI Lens | 5MP Front Camera5000 mAh BatterySpreadtrum SC9863A1 Processor1 Year on Handset and 6 Months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/g/t/a2-mobzc1pin-redmi-original-imagpvyagktrdava.jpeg?q=70,White, 64 GB,Infinix
"realme 11 Pro 5G (Sunrise Beige, 128 GB)","32,999","21,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display100MP (OIS) + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/f/s/a2-mobzc1pin-redmi-original-imagpuzhqhbphcg2.jpeg?q=70,Beige, 128 GB,realme
"realme 11 Pro+ 5G (Sunrise Beige, 256 GB)","20,999","29,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display200MP (OIS) + 8MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/8/d/-original-imagqadpnygfnn2v.jpeg?q=70,Beige, 256 GB,realme
"POCO X5 5G (Supernova Green, 128 GB)","23,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,Green, 128 GB,POCO
"POCO X5 5G (Jaguar Black, 256 GB)","12,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Black, 256 GB,POCO
"realme C55 (Rainforest, 64 GB)","12,999","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/k/b/-original-imagtz7yqvgjshv3.jpeg?q=70,Rainforest, 64 GB,realme
"realme C55 (Rainy Night, 64 GB)","12,999","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/y/x/a2-mobzc1pin-redmi-original-imagpuzrt9tjdcdz.jpeg?q=70,Night, 64 GB,realme
"realme C55 (Sunshower, 64 GB)","12,999","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/g/w/note-12-5g-mzb0eiain-redmi-original-imagpgr9ngapjhxq.jpeg?q=70,Sunshower, 64 GB,realme
"Infinix NOTE 12i (Metaverse Blue, 64 GB)","23,999","8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP + QVGA | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G85 Processor1 Year on Handset and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/u/h/-original-imagsf4rcgqz6mbh.jpeg?q=70,Blue, 64 GB,Infinix
"Infinix NOTE 12i (Alpine White, 64 GB)",999,"8,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP + QVGA | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G85 Processor1 Year on Handset and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70,White, 64 GB,Infinix
GFive U873,"13,999",699,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer warranty.,3.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/p/h/-original-imagqhyftnseqttk.jpeg?q=70,White,0,GFive
"realme C55 (Rainy Night, 64 GB)","23,999","11,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/0/-original-imagnqpnhtwr8chu.jpeg?q=70,Night, 64 GB,realme
"POCO X5 Pro 5G (Astral Black, 256 GB)","13,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/kg8avm80/mobile/r/h/z/apple-iphone-12-dummyapplefsn-original-imafwg8duby8qbn4.jpeg?q=70,Black, 256 GB,POCO
"REDMI 12C (Mint Green, 64 GB)","74,999","7,625",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/2/b/galaxy-f54-5g-sm-e546bdbhins-samsung-original-imagq79fjhhcb6u2.jpeg?q=70,Green, 64 GB,REDMI
"SAMSUNG Galaxy S21 FE 5G (Olive Green, 128 GB)","28,999","31,999",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/9/8/-original-imagpgsg2hvvtcef.jpeg?q=70,Green, 128 GB,SAMSUNG
"POCO X5 Pro 5G (Horizon Blue, 256 GB)","25,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/z/4/-original-imagqxx2haehpjnf.jpeg?q=70,Blue, 256 GB,POCO
"POCO X5 Pro 5G (Horizon Blue, 128 GB)","14,999","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,Blue, 128 GB,POCO
"REDMI 12C (Lavender Purple, 128 GB)","17,990","8,498",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek MT6769Z Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/l/-original-imagnqpndcmxghyq.jpeg?q=70,Purple, 128 GB,REDMI
"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)","13,999","11,998",4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70,Silver, 128 GB,SAMSUNG
"REDMI 12C (Royal Blue, 64 GB)","17,999","7,409",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/e/3/g84-5g-paym0018in-motorola-original-imagsy5zmhvkcfsx.jpeg?q=70,Blue, 64 GB,REDMI
"REDMI 12 5G (Jade Black, 128 GB)","23,999","13,989",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD Display50MP Rear Camera5000 mAh Battery1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,Black, 128 GB,REDMI
"POCO X5 5G (Wildcat Blue, 256 GB)","33,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/b/d/nord-ce-3-lite-5g-cph2466-oneplus-original-imagprzvhqgpq5zf.jpeg?q=70,Blue, 256 GB,POCO
"vivo V29e 5G (Artistic Blue, 256 GB)","12,999","28,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP | 50MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/l/l/-original-imagtc5fz9spysyk.jpeg?q=70,Blue, 256 GB,vivo
"OPPO A17k (Blue, 64 GB)","25,999","8,999",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio P35 Processor1 Year on Handset and 6 Months on Accessories,4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/v/q/-original-imagp279xqv69rjq.jpeg?q=70,Blue, 64 GB,OPPO
"POCO X5 Pro 5G (Horizon Blue, 128 GB)","25,999","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/z/x/-original-imagp279xdfvkzxh.jpeg?q=70,Blue, 128 GB,POCO
"POCO X5 Pro 5G (Astral Black, 128 GB)","31,999","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70,Black, 128 GB,POCO
"vivo V29e 5G (Artistic Blue, 128 GB)","31,999","26,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP | 50MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70,Blue, 128 GB,vivo
"vivo V29e 5G (Artistic Red, 128 GB)","16,999","26,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP | 50MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/8/d/-original-imagqadpnygfnn2v.jpeg?q=70,Red, 128 GB,vivo
"Infinix HOT 30 5G (Knight Black, 128 GB)","28,999","12,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.22 cm (6.78 inch) Full HD+ Display50 MP + AI Lens | 8MP Front Camera6000 mAh Lithium Ion Polymer BatteryDimensity 6020 5G Processor1 Year on Handset and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/k/m/11-pro-5g-rmx3741-realme-original-imagq6asfa6hg5eu.jpeg?q=70,Black, 128 GB,Infinix
"vivo V29 Pro 5G (Blue, 256 GB)","23,999","39,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/0/-original-imagnqpnhtwr8chu.jpeg?q=70,Blue, 256 GB,vivo
"Infinix HOT 20 Play (Luna Blue, 64 GB)","28,999","7,499",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB17.32 cm (6.82 inch) HD+ Display13Mp + AI Lens | 8MP Front Camera6000 mAh Li-ion Polymer BatteryMediaTek G37 Processor1 Year on Handset and 6 Months on Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/b/-original-imagp9s9wfzp8ghf.jpeg?q=70,Blue, 64 GB,Infinix
"POCO F5 5G (Snowstorm White, 256 GB)","20,999","23,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 7+ Gen 2 (4nm) Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/l/m/-original-imagp55fu6uq2jch.jpeg?q=70,White, 256 GB,POCO
"Infinix HOT 20 Play (Aurora Green, 64 GB)","33,999","7,499",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB17.32 cm (6.82 inch) HD+ Display13Mp + AI Lens | 8MP Front Camera6000 mAh Li-ion Polymer BatteryMediaTek G37 Processor1 Year on Handset and 6 Months on Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/x/x/-original-imagp55frhhddu6n.jpeg?q=70,Green, 64 GB,Infinix
"vivo V29 Pro 5G (Black, 256 GB)","21,999","42,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/d/z/-original-imagm7mzhzh2z5qk.jpeg?q=70,Black, 256 GB,vivo
"POCO X5 5G (Supernova Green, 128 GB)","23,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/l/-original-imagnqpndcmxghyq.jpeg?q=70,Green, 128 GB,POCO
"vivo V29e 5G (Artistic Red, 256 GB)","49,900","28,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP | 50MP Front Camera5000 mAh BatterySnapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/a/r/-original-imagtrf9qm3dufq9.jpeg?q=70,Red, 256 GB,vivo
"OnePlus Nord CE 3 Lite 5G (Pastel lime, 256 GB)","17,999","21,799","8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh Battery1 Year for  handset ,6 months fro accessories",4.4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/x/9/-original-imaggsudg5fufyte.jpeg?q=70,lime, 256 GB,OnePlus
"POCO X5 5G (Wildcat Blue, 256 GB)","14,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70,Blue, 256 GB,POCO
"APPLE iPhone 12 (Green, 64 GB)","20,999","40,999","64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year",4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/a/o/-original-imagm7mzj4qztpyt.jpeg?q=70,Green, 64 GB,APPLE
"MOTOROLA g54 5G (Midnight Blue, 128 GB)","25,999","13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/x/c/-original-imagm7mzjpzughft.jpeg?q=70,Blue, 128 GB,MOTOROLA
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","25,999","19,749",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,4.4,https://rukminim2.flixcart.com/image/312/312/ku2zjww0/mobile/z/v/e/u873-u873-gfive-original-imag7a396vhbg2kf.jpeg?q=70,Lime, 128 GB,OnePlus
"REDMI 12C (Lavender Purple, 128 GB)","14,999","8,498",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek MT6769Z Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/l/m/-original-imagp55fu6uq2jch.jpeg?q=70,Purple, 128 GB,REDMI
"POCO X5 5G (Supernova Green, 128 GB)","23,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/q/q/-original-imagnqpnkkzmgv7h.jpeg?q=70,Green, 128 GB,POCO
"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)","15,999","18,499",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1280 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/p/v/12c-22120rn86i-redmi-original-imagzeudapgcpedd.jpeg?q=70,Black, 128 GB,SAMSUNG
"REDMI 12C (Mint Green, 128 GB)","24,999","7,945",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek MT6769Z Helio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/p/u/-original-imagu4haquhdpjev.jpeg?q=70,Green, 128 GB,REDMI
"POCO X5 5G (Wildcat Blue, 128 GB)","34,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Blue, 128 GB,POCO
"REDMI 12 (Moonstone Silver, 128 GB)","28,999","10,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/i/h/12c-22120rn86i-redmi-original-imagr72abrzxuut9.jpeg?q=70,Silver, 128 GB,REDMI
"Infinix GT10 Pro (Mirage Silver, 256 GB)","28,999","21,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimesity 8050 Processor1 Year on Device and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/2/5/galaxy-m14-5g-sm-m146b-samsung-original-imagzwrqnpzujxks.jpeg?q=70,Silver, 256 GB,Infinix
"Infinix GT10 Pro (Cyber Black, 256 GB)","15,999","21,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera5000 mAh Lithium-ion Polymer BatteryDimesity 8050 Processor1 Year on Device and 6 Months on Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/y/4/12c-22120rn86i-redmi-original-imagzeukysyvmtzu.jpeg?q=70,Black, 256 GB,Infinix
"MOTOROLA Edge 40 (Lunar Blue, 256 GB)","1,799","26,999",8 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera4400 mAh BatteryDimensity 8020 ProcessorPMMA Acrylic Glass1 Year Handset and 6 Months Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/m/c/12-5g-india-s-1st-snapdragon-4-gen-2-with-22w-fast-charging-original-imags7gyqkup45zm.jpeg?q=70,Blue, 256 GB,MOTOROLA
"REDMI 12 5G (Jade Black, 256 GB)","23,999","15,789",8 GB RAM | 256 GB ROM17.25 cm (6.79 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/l/-original-imagnqpndcmxghyq.jpeg?q=70,Black, 256 GB,REDMI
MarQ by Flipkart M80 Jalwa,"23,999",999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1450 mAh Li-ion BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.8,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/u/r/v29e-5g-v2303-vivo-original-imagsrk33hdpksuz.jpeg?q=70,Black,0,MarQ
"REDMI 12c (Royal Blue, 128 GB)","14,999","8,618",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediaTek Helio G85 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.1,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/s/x/-original-imagnfqyn37fpmnz.jpeg?q=70,Blue, 128 GB,REDMI
"POCO M5 (Yellow, 128 GB)","15,999","8,999","6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G99 Processor1 Year for Handset, 6 Months for Accessories",4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Yellow, 128 GB,POCO
"POCO X5 5G (Wildcat Blue, 256 GB)","25,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/u/r/v29e-5g-v2303-vivo-original-imagsrk33hdpksuz.jpeg?q=70,Blue, 256 GB,POCO
